City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,borba,-4.3878,-59.5939,24.34,98,100,1.59,BR,1706813848
362,santa ana de yacuma,-13.75,-65.4333,32.97,66,75,2.57,BO,1706813848
363,pagar alam,-4.0167,103.2667,21.14,99,100,0.9,ID,1706813848
364,nova sintra,14.8667,-24.7167,21.6,68,98,3.81,CV,1706813849
365,grand falls-windsor,48.9332,-55.6649,-3.61,89,100,0.45,CA,1706813849
366,ibipeba,-11.6408,-42.0111,31.56,35,100,4.75,BR,1706813849
367,chibougamau,49.9168,-74.3659,-3.21,93,100,4.12,CA,1706813850
368,fale old settlement,-9.3852,-171.2468,27.79,82,99,7.83,TK,1706813850
369,hammerfest,70.6634,23.6821,-1.75,93,100,12.86,NO,1706813850
370,filey,54.21,-0.2892,7.1,81,100,1.79,GB,1706813850
371,kaset sombun,16.2805,101.9542,24.5,62,3,1.54,TH,1706813851
372,chippewa falls,44.9369,-91.3929,9.1,70,0,3.6,US,1706813851
373,okha,53.5739,142.9478,-20.94,89,100,8.71,RU,1706813609
374,kysucke nove mesto,49.3,18.7833,2.72,97,100,1.03,SK,1706813852
375,posto fiscal rolim de moura,-13.0833,-62.2667,31.95,61,100,0.68,BR,1706813852
376,zalegoshch',52.9008,36.8869,0.16,93,100,5.84,RU,1706813852
377,laiya,13.675,121.3903,23.44,89,40,3.54,PH,1706813853
378,barra do garcas,-15.89,-52.2567,38.32,30,75,1.54,BR,1706813853
379,magistral'nyy,56.1725,107.4458,-29.24,100,57,0.78,RU,1706813853
380,mocorito,25.4833,-107.9167,27.34,25,0,1.83,MX,1706813854
381,mareeba,-17.0,145.4333,24.69,92,86,1.06,AU,1706813854
382,tuni,17.35,82.55,20.9,87,100,1.07,IN,1706813854
383,vadso,70.0744,29.7487,0.09,93,40,6.17,NO,1706813855
384,pacific grove,36.6177,-121.9166,14.38,88,75,5.36,US,1706813855
385,spring creek,40.7266,-115.5859,8.73,57,100,5.81,US,1706813855
386,kapa'a,22.0752,-159.319,21.72,84,100,1.54,US,1706813855
387,kingston,17.997,-76.7936,30.09,59,20,2.57,JM,1706813312
388,fuyang,32.9,115.8167,-3.48,95,100,3.83,CN,1706813856
389,iranshahr,27.2025,60.6848,18.19,55,0,3.09,IR,1706813856
390,kuching,1.55,110.3333,27.23,94,20,1.34,MY,1706813634
391,praya,14.9215,-23.5087,28.3,36,0,7.72,CV,1706813857
392,fada,9.5667,8.3,25.7,20,13,3.4,NG,1706813857
393,regina,50.4501,-104.6178,5.02,73,20,6.71,CA,1706813548
394,kamaishi,39.2667,141.8833,-2.63,52,18,1.93,JP,1706813858
395,lesnoy,57.6198,63.0784,-15.47,100,100,2.0,RU,1706813858
396,shiguai,40.7058,110.2856,-11.84,83,33,1.96,CN,1706813858
397,olyokminsk,60.3736,120.4264,-26.46,100,100,1.31,RU,1706813859
398,ilave,-16.0833,-69.6667,16.24,42,10,5.5,PE,1706813859
399,syktyvkar,61.6764,50.8099,-5.05,85,100,7.15,RU,1706813859
400,lyubim,58.3625,40.6843,-0.04,92,100,3.24,RU,1706813860
401,heringen,50.888,10.0072,4.54,76,99,2.42,DE,1706813860
402,orkney,-26.9802,26.6727,23.14,35,12,0.36,ZA,1706813860
403,vilyuysk,63.7553,121.6247,-32.78,100,100,1.79,RU,1706813861
404,saint-joseph,-21.3667,55.6167,24.21,88,73,7.89,RE,1706813861
405,touros,-5.1989,-35.4608,29.29,61,6,6.0,BR,1706813862
406,tot'ma,59.9747,42.7642,-0.51,97,100,3.9,RU,1706813862
407,mukalla,14.5425,49.1242,23.75,76,18,0.48,YE,1706813863
408,east london,-33.0153,27.9116,24.52,88,40,4.63,ZA,1706813863
409,forster,-32.1667,152.5167,20.6,88,0,1.46,AU,1706813863
410,manfalut,27.3104,30.97,12.14,49,6,3.43,EG,1706813863
411,ndikinimeki,4.7667,10.8333,22.93,56,23,1.86,CM,1706813864
412,kralendijk,12.15,-68.2667,29.99,70,75,6.69,BQ,1706813645
413,naze,28.3667,129.4833,19.51,88,93,4.24,JP,1706813864
414,lompoc,34.6391,-120.4579,17.1,83,75,4.12,US,1706813864
415,tamanrasset,22.785,5.5228,15.95,11,0,2.57,DZ,1706813865
416,lluta,-16.0147,-72.0142,16.45,58,100,5.03,PE,1706813865
417,albunol,36.792,-3.205,12.6,83,43,1.09,ES,1706813865
418,forio,40.7342,13.8646,13.01,80,100,2.68,IT,1706813865
419,tarauaca,-8.1614,-70.7656,29.41,66,100,0.93,BR,1706813866
420,pisco,-13.7,-76.2167,28.03,61,0,6.69,PE,1706813660
421,akureyri,65.6835,-18.0878,3.96,65,40,10.29,IS,1706813866
422,limuru,-1.1,36.65,17.85,79,100,4.02,KE,1706813867
423,ad-damazin,11.7891,34.3592,25.24,16,5,6.06,SD,1706813867
424,mil'kovo,55.6078,37.7956,1.3,83,100,4.73,RU,1706813867
425,la ronge,55.1001,-105.2842,2.14,69,40,5.66,CA,1706813868
426,pueblo nuevo,23.3833,-105.3833,20.31,29,0,3.6,MX,1706813868
427,krasnoslobodsk,48.7072,44.5714,0.9,86,75,8.0,RU,1706813868
428,vytegra,61.0064,36.4481,0.2,98,97,3.58,RU,1706813868
429,saint croix,17.7397,-64.7388,28.25,71,20,4.12,VI,1706813869
430,walvis bay,-22.9575,14.5053,22.53,73,28,0.51,NA,1706813869
431,ghat,24.9647,10.1728,12.43,28,0,3.34,LY,1706813869
432,saint-tropez,43.2693,6.6398,11.9,86,97,4.55,FR,1706813576
433,huillapima,-28.7253,-65.9787,37.53,21,15,10.9,AR,1706813870
434,priob'ye,62.5206,65.5964,-14.43,98,50,4.29,RU,1706813870
435,praia da vitoria,38.7333,-27.0667,18.2,88,75,3.91,PT,1706813870
436,riberalta,-10.9833,-66.1,30.11,70,75,2.57,BO,1706813871
437,baharly,38.4362,57.4316,3.72,65,7,3.97,TM,1706813871
438,humaita,-7.5061,-63.0208,24.21,98,100,1.05,BR,1706813871
439,alice springs,-23.7,133.8833,22.34,21,0,3.6,AU,1706813725
440,zanjan,36.6736,48.4787,-2.97,82,94,3.16,IR,1706813872
441,vanino,49.0869,140.2543,-20.6,80,27,2.71,RU,1706813872
442,khandyga,62.6667,135.6,-41.56,100,95,1.08,RU,1706813873
443,hinatuan,8.3722,126.3342,24.55,89,100,0.68,PH,1706813873
444,enewetak,11.3474,162.3373,26.15,83,100,12.53,MH,1706813873
445,louis trichardt,-23.0439,29.9032,18.5,60,0,2.11,ZA,1706813874
446,bodaybo,57.8506,114.1933,-26.11,97,100,0.44,RU,1706813874
447,xiva,41.3783,60.3639,-5.01,61,84,2.3,UZ,1706813874
448,tobelo,1.7284,128.0095,26.56,86,100,0.42,ID,1706813874
449,gunsan,35.9786,126.7114,1.94,75,40,2.57,KR,1706813875
450,tripoli,32.8752,13.1875,13.41,62,0,2.14,LY,1706813677
451,rosales,15.8944,120.6328,22.69,85,20,1.4,PH,1706813875
452,diboll,31.1871,-94.781,22.15,49,0,2.06,US,1706813876
453,ancud,-41.8697,-73.8203,18.59,80,100,3.45,CL,1706813876
454,mersa matruh,31.3525,27.2453,12.11,82,40,5.14,EG,1706813876
455,abashiri,44.0213,144.2697,-11.83,88,100,1.4,JP,1706813876
456,am timan,11.0297,20.2827,27.54,17,100,2.77,TD,1706813877
457,rabigh,22.7986,39.0349,19.33,48,1,6.13,SA,1706813877
458,ubatuba,-23.4339,-45.0711,26.66,82,53,2.81,BR,1706813878
459,hailey,43.5196,-114.3153,6.29,78,100,3.09,US,1706813878
460,bandarbeyla,9.4942,50.8122,25.31,74,50,3.57,SO,1706813878
461,dobroye,52.8678,39.8109,0.98,90,100,5.41,RU,1706813878
462,puerto madryn,-42.7692,-65.0385,29.52,30,80,5.75,AR,1706813656
463,hibbing,47.4272,-92.9377,5.64,70,75,3.6,US,1706813691
464,lobujya,27.95,86.8167,-19.07,89,75,1.32,NP,1706813879
465,tamala,52.541,43.2515,-0.71,98,100,4.87,RU,1706813879
466,ak'ordat,15.5486,37.8867,23.21,45,43,2.88,ER,1706813880
467,miyaly,48.8844,53.7836,-4.19,95,100,6.43,KZ,1706813880
468,tahoua,14.8888,5.2692,24.99,14,5,5.14,NE,1706813880
469,fort bragg,35.139,-79.006,14.39,54,0,3.6,US,1706813606
470,zliten,32.4674,14.5687,13.75,60,0,3.62,LY,1706813881
471,sao jose da coroa grande,-8.8978,-35.1478,28.66,71,45,5.07,BR,1706813881
472,el matama,16.7095,33.3565,18.63,19,7,7.66,SD,1706813881
473,mirto,38.0847,14.7515,10.51,73,1,1.23,IT,1706813881
474,chonglong,29.7806,104.8522,7.78,84,77,1.99,CN,1706813882
475,lerwick,60.1545,-1.1494,7.0,91,100,9.87,GB,1706813882
476,oundle,52.4809,-0.4673,6.31,81,100,4.12,GB,1706813882
477,san isidro de curuguaty,-24.5167,-55.7,39.63,18,44,1.52,PY,1706813883
478,tangalle,6.024,80.7911,23.09,89,61,2.05,LK,1706813883
479,arica,-18.475,-70.3042,29.75,61,0,7.2,CL,1706813883
480,kruisfontein,-34.0033,24.7314,20.68,92,50,3.05,ZA,1706813884
481,haimen,23.1935,116.6142,19.94,92,94,2.06,CN,1706813884
482,mathba,22.2855,89.9629,18.79,81,0,1.77,BD,1706813884
483,wau,7.7029,27.9953,26.15,17,95,2.28,SS,1706813884
484,sokhumi,43.0033,41.0153,5.78,82,66,1.13,GE,1706813885
485,burang,30.25,81.1667,-18.86,97,52,2.1,CN,1706813885
486,boende,-0.2167,20.8667,27.42,51,78,0.53,CD,1706813885
487,cooper's town,26.8667,-77.5167,20.27,56,43,6.5,BS,1706813886
488,kapuskasing,49.4169,-82.4331,-9.95,79,100,6.17,CA,1706813886
489,mhamid,29.82,-5.72,15.08,23,26,3.91,MA,1706813886
490,mus,39.0,41.75,-14.69,92,56,2.54,TR,1706813886
491,garhi khairo,28.0606,67.9803,15.88,11,4,0.35,PK,1706813887
492,basco,20.4487,121.9702,23.61,83,63,7.47,PH,1706813887
493,bedford,52.1346,-0.4663,6.3,80,0,4.12,GB,1706813887
494,villa bruzual,9.3328,-69.1208,35.03,36,100,0.83,VE,1706813888
495,phillip island,-38.4835,145.231,16.93,77,1,9.63,AU,1706813888
496,paidha,2.4167,30.9855,19.96,50,100,1.84,UG,1706813888
497,nieuw amsterdam,5.8833,-55.0833,33.09,48,40,3.09,SR,1706813889
498,bac lieu,9.285,105.7244,24.28,88,21,3.45,VN,1706813889
499,puerto ayacucho,5.6639,-67.6236,37.31,35,100,2.37,VE,1706813758
500,sao joao da barra,-21.6403,-41.0511,33.05,78,100,4.5,BR,1706813889
501,crookston,47.7741,-96.6081,4.06,81,0,0.0,US,1706813890
502,coahuayana de hidalgo,18.7,-103.6583,31.04,50,7,3.1,MX,1706813890
503,hinthada,17.6333,95.4667,17.61,40,0,1.95,MM,1706813890
504,sungailiat,-1.85,106.1333,25.74,90,100,3.25,ID,1706813679
505,islamkot,24.6997,70.177,20.1,60,92,3.45,PK,1706813891
506,huarmey,-10.0681,-78.1522,26.84,72,100,4.83,PE,1706813891
507,t'ongch'on-up,38.9539,127.8917,-1.35,95,100,3.23,KP,1706813891
508,villa gesell,-37.2639,-56.973,25.8,66,88,6.33,AR,1706813892
509,bangassou,4.7413,22.8184,24.54,33,8,1.32,CF,1706813892
510,tralee,52.2704,-9.7026,8.92,97,100,3.14,IE,1706813892
511,ilhabela,-23.7781,-45.3581,26.57,79,93,2.71,BR,1706813598
512,sterling,39.0062,-77.4286,12.95,54,20,4.63,US,1706813893
513,shima,24.4478,117.8111,19.01,94,14,0.89,CN,1706813893
514,richards bay,-28.783,32.0377,22.98,84,5,2.92,ZA,1706813894
515,arauca,7.0847,-70.7591,34.98,49,20,2.57,CO,1706813894
516,chokwe,-24.5333,32.9833,24.2,77,0,4.32,MZ,1706813865
517,maceio,-9.6658,-35.7353,30.69,66,75,6.69,BR,1706813894
518,poronaysk,49.2167,143.1167,-22.33,93,98,1.86,RU,1706813895
519,ambovombe,-25.1667,46.0833,23.53,78,100,8.32,MG,1706813895
520,tizimin,21.15,-88.15,28.61,37,9,2.43,MX,1706813895
521,mokhsogollokh,61.4681,128.9203,-30.99,97,32,2.64,RU,1706813896
522,malango,-2.9627,119.9001,19.82,96,100,1.24,ID,1706813896
523,tuxtla chico,14.95,-92.1667,30.75,51,55,3.92,MX,1706813896
524,ciney,50.2945,5.1002,5.43,84,100,1.64,BE,1706813897
525,torghay,49.6339,63.4981,-18.82,99,18,2.98,KZ,1706813897
526,kokopo,-4.352,152.2633,25.55,84,90,2.71,PG,1706813897
527,port augusta,-32.5,137.7667,19.32,65,0,4.74,AU,1706813898
528,villa de cos,23.2833,-102.35,21.43,24,6,4.39,MX,1706813898
529,bima,-8.4667,118.7167,24.9,93,92,0.78,ID,1706813898
530,pontianak,-0.0333,109.3333,23.99,100,40,1.54,ID,1706813898
531,koh kong,11.6175,102.9806,24.61,89,20,1.52,KH,1706813899
532,nova vicosa,-17.8919,-39.3719,28.54,61,48,5.89,BR,1706813899
533,stornoway,58.2093,-6.3865,10.77,94,75,10.29,GB,1706813899
534,es castell,39.8795,4.2854,12.38,87,20,3.09,ES,1706813900
535,i-n-salah,27.1935,2.4607,17.48,18,0,7.43,DZ,1706813900
536,howard springs,-12.497,131.047,27.95,94,100,4.06,AU,1706813900
537,zhangjiakou shi xuanhua qu,40.6103,115.0447,-9.21,78,26,0.99,CN,1706813900
538,pankrushikha,53.8319,80.3406,-10.7,96,100,3.62,RU,1706813901
539,ikovka,55.6089,64.9375,-17.75,100,99,1.47,RU,1706813901
540,la junta,37.985,-103.5438,16.21,28,0,2.57,US,1706813901
541,bowen,-20.0167,148.2333,25.27,89,98,3.83,AU,1706813902
542,el porvenir,13.7617,-87.3458,26.63,30,71,0.95,HN,1706813902
543,solleftea,63.1667,17.2667,-0.08,74,30,5.48,SE,1706813902
544,uyskoye,54.3775,60.0047,-19.71,100,100,1.31,RU,1706813903
545,dwarka,22.2394,68.9678,22.73,82,5,3.88,IN,1706813903
546,hongseong,36.6009,126.665,0.47,79,99,1.41,KR,1706813903
547,arraial do cabo,-22.9661,-42.0278,28.98,74,75,4.12,BR,1706813904
548,bordusani,44.4833,27.9,2.74,58,0,3.39,RO,1706813904
